feature("LIMIT.BAL"),SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH
90000,female,highschool,single,25,0
250000,female,university,single,24,1
30000,female,graduate,single,25,1
140000,male,graduate,married,41,0
180000,female,graduate,single,26,0
70000,female,graduate,single,30,0
320000,female,university,single,36,1
150000,male,graduate,single,28,0
20000,male,university,single,29,1
30000,male,graduate,single,25,1
500000,male,graduate,single,31,0
30000,female,university,single,22,0
50000,male,university,divorce,41,0
20000,male,highschool,married,44,0
10000,female,highschool,married,51,1
500000,female,highschool,married,45,0
20000,male,graduate,single,25,1
200000,female,graduate,married,28,0
10000,male,university,married,31,0
50000,female,highschool,married,43,1
320000,female,university,married,35,0
50000,male,university,married,41,0
30000,female,graduate,married,41,0
110000,male,highschool,single,36,1
50000,female,graduate,married,35,0
140000,female,graduate,single,29,0
90000,female,graduate,married,44,0
60000,male,university,married,49,1
20000,male,university,single,24,0
340000,female,graduate,married,62,0
30000,male,university,single,29,0
170000,male,graduate,married,35,1
130000,male,graduate,married,45,1
250000,female,university,married,44,0
200000,female,university,married,36,0
10000,female,university,married,49,1
180000,female,university,single,29,0
230000,female,graduate,single,29,0
200000,female,highschool,married,45,0
90000,female,highschool,single,33,0
130000,male,highschool,single,28,0
230000,male,graduate,single,26,0
320000,male,university,single,36,0
30000,male,highschool,single,34,1
80000,female,university,single,25,0
80000,female,graduate,married,35,1
260000,female,university,married,45,0
20000,male,highschool,single,26,1
200000,female,university,married,34,1
80000,female,university,single,23,0
100000,female,graduate,single,42,0
150000,female,other,married,35,0
80000,female,graduate,single,27,0
20000,female,university,single,48,0
200000,female,university,married,26,0
120000,female,university,married,41,1
30000,male,highschool,single,50,1
200000,male,graduate,single,37,0
80000,female,highschool,single,38,0
280000,female,graduate,married,46,1
500000,male,graduate,single,40,0
120000,female,graduate,married,37,0
220000,female,university,married,41,0
360000,male,university,married,34,0
210000,female,graduate,married,35,0
160000,female,graduate,married,28,1
100000,female,graduate,single,29,1
400000,female,graduate,single,31,0
110000,female,university,married,46,0
360000,male,graduate,married,37,1
500000,female,university,married,48,0
130000,male,university,single,27,0
60000,female,graduate,single,26,0
240000,male,graduate,married,39,0
100000,female,university,married,40,0
150000,female,university,married,38,0
290000,male,university,married,39,0
50000,male,university,single,43,0
30000,female,university,single,46,0
210000,female,university,married,35,0
100000,female,graduate,single,30,0
30000,female,highschool,single,40,0
30000,female,highschool,single,34,0
80000,female,highschool,married,34,0
30000,female,university,single,24,1
70000,female,highschool,single,41,0
470000,female,graduate,single,27,0
180000,female,graduate,married,39,1
20000,male,university,married,32,1
420000,male,graduate,married,60,0
100000,female,university,single,29,1
130000,female,highschool,married,53,0
200000,male,graduate,married,34,0
150000,male,graduate,single,44,0
410000,female,graduate,single,30,0
30000,male,graduate,married,40,1
20000,male,university,single,23,1
130000,female,university,single,30,0
180000,female,graduate,single,28,0
120000,male,graduate,single,32,0
190000,female,highschool,married,27,0
30000,female,university,married,53,0
170000,male,graduate,single,28,0
120000,male,highschool,married,32,0
50000,male,university,single,34,0
100000,male,university,single,50,0
20000,female,university,single,26,1
40000,male,graduate,single,25,1
300000,male,graduate,married,45,0
230000,female,highschool,married,37,0
280000,female,graduate,married,38,1
450000,female,graduate,divorce,37,0
260000,male,university,single,30,0
50000,female,highschool,married,39,0
50000,female,university,married,29,1
240000,female,university,married,36,0
70000,female,university,married,32,0
60000,female,university,single,30,0
230000,female,university,married,31,0
30000,male,graduate,single,27,0
80000,female,highschool,married,29,1
360000,female,university,married,40,0
200000,female,graduate,married,49,0
150000,female,graduate,single,37,0
260000,female,graduate,married,42,0
180000,female,university,single,24,0
220000,female,highschool,married,32,0
180000,female,graduate,single,40,0
90000,female,other,divorce,46,0
20000,male,university,single,24,0
290000,female,university,single,31,0
210000,male,university,married,35,0
20000,male,graduate,single,31,0
310000,female,graduate,single,27,0
240000,male,university,married,42,0
330000,female,university,married,42,1
310000,female,university,single,29,1
30000,male,university,single,26,1
470000,male,graduate,married,37,0
280000,female,graduate,married,56,0
120000,female,graduate,married,34,0
240000,male,university,single,28,1
800000,male,university,married,53,0
320000,female,graduate,single,30,1
140000,female,graduate,married,34,0
20000,male,university,single,25,0
160000,female,university,single,43,0
280000,female,university,married,38,0
330000,female,university,single,33,0
230000,female,graduate,married,24,0
50000,male,university,single,25,1
210000,female,university,single,33,0
170000,male,university,single,29,0
220000,male,graduate,single,47,0
90000,male,graduate,single,30,0
20000,male,university,married,26,0
480000,female,university,married,31,0
140000,male,graduate,married,36,0
160000,male,graduate,married,41,0
80000,female,university,married,41,1
100000,female,graduate,single,22,0
310000,female,university,single,35,0
200000,female,university,married,36,0
50000,male,university,married,55,0
100000,female,university,married,39,1
240000,female,graduate,single,26,0
30000,male,university,married,53,0
180000,male,highschool,married,43,0
40000,female,graduate,single,24,1
70000,female,university,married,31,0
50000,female,university,single,22,0
500000,male,university,single,30,0
200000,female,graduate,single,33,0
250000,male,graduate,married,51,1
50000,male,graduate,married,49,0
180000,male,university,married,33,0
160000,female,graduate,married,42,0
20000,male,university,single,40,0
50000,female,university,married,44,0
20000,female,graduate,single,23,0
150000,female,graduate,single,24,0
360000,male,university,single,48,0
20000,male,university,single,28,0
170000,female,university,single,32,0
30000,male,highschool,single,42,0
80000,female,university,married,29,0
110000,female,university,single,25,0
140000,male,university,single,25,0
50000,male,university,single,34,0
120000,female,university,married,34,0
10000,male,highschool,single,22,0
20000,female,graduate,married,43,0
180000,female,graduate,single,31,1
240000,female,university,single,24,0
120000,male,university,married,30,1
150000,female,graduate,single,28,0
30000,male,highschool,married,55,1
80000,male,graduate,single,31,0
50000,male,graduate,married,28,1
30000,female,highschool,married,58,1
200000,male,graduate,married,29,0
480000,female,university,single,31,1
50000,male,university,single,55,1
30000,male,university,married,23,1
300000,female,graduate,single,31,1
500000,female,university,married,36,0
350000,male,graduate,single,30,0
150000,male,graduate,married,41,0
30000,male,university,married,46,0
20000,female,graduate,single,25,0
380000,female,university,single,41,0
70000,female,graduate,married,42,1
300000,female,university,married,40,0
160000,male,highschool,single,27,1
230000,female,university,single,32,0
260000,male,graduate,married,51,0
360000,male,university,married,37,0
50000,female,university,single,26,0
20000,male,university,single,24,0
140000,female,university,single,29,0
50000,male,university,single,24,0
50000,male,highschool,single,27,0
50000,male,university,single,28,0
50000,female,graduate,single,22,1
80000,female,graduate,single,24,0
90000,female,university,married,28,0
50000,female,university,married,27,0
270000,female,university,married,32,0
60000,female,university,single,34,0
240000,female,university,married,35,0
240000,male,graduate,single,36,0
30000,male,highschool,married,43,1
50000,male,university,single,42,0
370000,male,university,single,33,0
50000,male,university,married,34,0
130000,male,university,single,35,0
20000,male,university,single,40,0
410000,male,university,single,39,0
50000,male,graduate,married,47,0
30000,male,graduate,single,42,0
20000,male,university,married,44,0
50000,male,graduate,married,41,0
360000,male,graduate,married,36,0
70000,male,university,single,45,0
160000,male,highschool,single,38,0
20000,male,university,single,38,0
110000,male,university,married,39,0
50000,male,university,married,45,0
80000,male,university,married,32,0
150000,male,graduate,married,31,0
290000,male,university,single,42,0
340000,male,highschool,married,48,0
110000,male,highschool,married,43,0
150000,male,graduate,married,46,1
