ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_NEXT_MONTH
5560,110000,male,university,single,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,111576,102942,99241,73151,64731,66025,4100,3680,2511,2350,2370,2610,n
5561,100000,female,university,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,106750,76374,68584,66901,63261,64409,3004,47000,2540,3000,3000,3000,n
5562,50000,male,university,married,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,21460,12570,13530,14876,14157,18888,1300,1200,5000,1000,5000,8000,y
5563,80000,male,graduate school,single,29,use of revolving credit,pay duly,pay duly,pay duly,pay duly,pay duly,6228,589,390,390,390,383,589,390,390,390,383,2390,n
5564,210000,female,graduate school,single,25,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,4576,1837,141555,140550,153587,153278,1837,141555,4272,20150,6000,9749,n
5565,140000,female,high school,married,60,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,137730,137498,137187,136807,136631,136080,4990,4975,4897,5029,4792,4987,y
5566,240000,female,graduate school,married,43,use of revolving credit,pay duly,pay duly,no consumption,no consumption,no consumption,8862,3220,0,0,0,0,3220,0,0,0,0,0,n
5567,110000,female,university,single,36,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,48120,44723,37745,34519,29541,42400,5000,2000,2000,2000,16468,3000,n
5568,100000,female,high school,single,48,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,2422,894,0,0,1639,923,894,0,0,1639,923,0,n
5569,50000,male,university,married,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,17961,18689,19284,19517,19193,18848,1700,1600,1200,1000,1000,1200,n
5570,90000,female,university,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,82164,77060,76589,62892,58326,59491,2926,3571,2381,2083,2100,1976,n
5571,150000,male,graduate school,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,no consumption,26739,32939,34300,35100,-1200,-1200,7000,2500,1000,0,0,0,n
5572,100000,female,university,married,30,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,29778,30678,31154,31625,31059,33123,1600,1200,1200,0,2500,1300,y
5573,140000,female,university,married,62,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,142250,142172,141738,141524,141845,142150,5200,5100,5000,5200,5100,5200,n
5574,230000,female,graduate school,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,172567,174987,133263,114889,117139,120252,7000,6000,4500,4000,5000,4500,n
5575,20000,female,university,single,25,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,19223,18206,19195,38040,20009,20138,1293,1397,836,1653,565,206,y
5576,230000,female,high school,single,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,14887,23751,52698,101007,103598,150430,10000,30000,50000,4691,50000,4000,n
5577,150000,male,university,single,26,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,3627,0,0,0,0,0,0,0,0,0,0,0,y
5578,20000,male,university,single,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,10534,8864,6741,3820,16945,17509,1300,1305,500,13500,1000,1500,n
5579,120000,female,high school,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,27666,28036,29555,28458,29129,29700,1500,2000,1000,1500,1500,1500,n
5580,30000,female,high school,married,58,1 month delay,2 month delay,2 month delay,2 month delay,3 month delay,2 month delay,24921,26225,25502,28588,27616,27903,2000,0,3509,0,1128,0,y
5581,220000,male,graduate school,married,42,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,59932,57477,54788,54468,51920,49016,0,2421,1964,2000,2000,1600,n
5582,250000,male,graduate school,married,41,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,9146,10906,4614,28790,4418,10676,10957,4614,28796,4418,10676,0,n
5583,80000,male,university,married,34,use of revolving credit,use of revolving credit,use of revolving credit,no consumption,no consumption,no consumption,11460,16000,0,0,0,0,5000,0,0,0,0,0,n
5584,60000,male,graduate school,single,22,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,57392,60254,58971,29137,29900,30069,4400,304,1100,1216,1300,589,n
5585,130000,female,university,married,37,1 month delay,no consumption,pay duly,pay duly,pay duly,pay duly,0,0,306,3670,1473,5555,0,306,3670,1473,5555,1473,n
5586,400000,male,high school,married,43,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,145801,134269,100229,57583,8556,316,6100,26621,6600,406,316,316,n
5587,150000,female,university,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,103227,105462,109160,109859,112314,114614,3900,5450,4000,4227,4321,5000,n
5588,230000,female,high school,married,58,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,316,316,2310,316,316,316,316,2310,316,316,316,316,y
5589,70000,female,high school,single,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,75894,70947,59783,18965,15936,1518,10004,3012,1000,1000,1518,20911,n
5590,50000,female,university,married,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,47407,37716,30873,24659,15849,8540,2039,1400,1612,0,0,0,n
5591,90000,female,graduate school,married,38,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,380,2132,0,1066,1752,569,2132,0,1066,1752,569,2132,n
5592,30000,female,high school,single,49,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,27838,30715,29322,28015,28610,28884,3330,0,1148,1195,910,1000,n
5593,30000,male,university,married,49,3 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,26319,27404,27769,28227,28642,28042,1800,1100,1200,1000,0,2200,n
5594,250000,female,graduate school,single,26,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,1245,712,0,0,0,0,712,0,0,0,0,0,n
5595,30000,female,university,single,23,1 month delay,pay duly,pay duly,no consumption,no consumption,pay duly,-1,604,0,0,0,359,605,0,0,0,359,0,n
5596,150000,female,university,married,27,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,929,0,0,0,0,0,0,0,0,0,0,0,n
5597,400000,female,graduate school,single,48,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,pay duly,24478,10841,53336,25017,16039,38994,10846,53383,16044,0,39727,0,n
5598,30000,female,university,married,52,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,20533,20819,21990,15525,25242,0,2000,2000,5000,25242,0,5000,y
5599,270000,female,graduate school,single,50,pay duly,pay duly,pay duly,pay duly,use of revolving credit,pay duly,3095,2340,0,1250,2250,178,2340,0,1250,1000,178,1772,n
5600,360000,male,high school,married,37,pay duly,pay duly,no consumption,no consumption,no consumption,pay duly,303,0,0,0,0,860,0,0,0,0,860,0,n
5601,80000,female,university,married,23,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,82628,134880,67325,68652,70388,76743,2500,2404,3000,2800,7700,0,y
5602,70000,female,university,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,14320,15383,16318,17048,18772,18320,1600,1500,1000,2000,0,1000,n
5603,50000,female,graduate school,single,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,41897,17304,16544,14787,15975,17098,4000,2000,3000,3000,3000,3000,n
5604,220000,female,university,single,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,142846,146533,151098,153094,156295,151840,6000,7000,6000,6000,10000,10000,n
5605,70000,male,university,single,29,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,56626,58512,61926,60332,61658,65561,2800,5000,0,2300,4950,2700,y
5606,340000,female,graduate school,married,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,250571,251917,256908,260462,265927,271766,9125,11750,9325,9665,10274,9832,n
5607,20000,female,high school,married,43,pay duly,pay duly,pay duly,use of revolving credit,pay duly,pay duly,390,0,780,390,390,0,0,1170,0,390,0,780,n
5608,300000,female,university,single,32,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,139578,123041,110751,99222,83859,72220,6000,4500,3500,3000,3000,7500,n
5609,180000,female,graduate school,single,29,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,432,0,0,0,0,432,0,0,0,0,n
5610,60000,male,university,single,33,1 month delay,no consumption,no consumption,no consumption,no consumption,pay duly,-64,-64,-64,-64,-64,16759,0,0,0,0,17000,13000,n
5611,160000,female,university,single,27,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,157818,161308,162923,161481,155819,168283,7500,5800,5700,0,18100,0,y
5612,50000,male,university,single,37,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,50148,50522,50073,49130,48658,0,2064,2005,1367,1700,0,0,n
5613,100000,female,graduate school,married,38,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,1669,710,1824,1968,0,640,710,1824,1968,0,640,0,n
5614,60000,female,high school,married,48,pay duly,pay duly,no consumption,no consumption,no consumption,pay duly,2970,430,430,717,430,4171,430,430,717,430,4171,2914,n
5615,30000,male,university,single,23,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,26725,28289,29489,30237,30504,29771,2000,2000,1502,1112,1100,2000,n
5616,500000,female,university,single,33,no consumption,no consumption,no consumption,pay duly,use of revolving credit,use of revolving credit,13284,17262,81198,40049,54258,59569,17311,81938,40060,30000,20000,10000,n
5617,20000,female,university,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,18126,19174,20095,18583,19313,36046,1347,1268,1000,1000,1000,1000,n
5618,50000,female,university,single,23,use of revolving credit,use of revolving credit,pay duly,pay duly,pay duly,pay duly,35131,6559,836,836,836,3300,5582,836,836,836,3300,1476,n
5619,180000,female,university,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,174635,173281,175102,134494,135881,124651,8155,8199,4960,5404,4686,4563,n
