"X","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6"
9429,9429,50000,"female",NA,"married",29,40117,45598,44570,47133,NA,47179,6138,0,3618,0,NA,1862,1,"use_revolv_credit","use_revolv_credit","2_month_delay","2_month_delay","2_month_delay","use_revolv_credit"
NA,9430,400000,"female","university","single",30,24054,25381,26085,26779,29283,29764,NA,1328,1022,3000,NA,1171,0,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9431,9431,NA,"male","highschool","single",24,NA,5536,18884,18059,18163,16990,5536,NA,137,500,0,0,0,"1_month_delay","pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay"
9432,9432,430000,"female","university","married",43,8894,11198,14861,13846,13451,16162,11198,NA,NA,951,14082,14482,0,"pay_duly","pay_duly","pay_duly",NA,"use_revolv_credit","use_revolv_credit"
9433,9433,400000,"female","graduate","married",32,110,532,2651,0,644,636,587,2651,0,644,NA,572,0,"no_util","no_util",NA,"no_util","no_util","pay_duly"
9434,9434,200000,"female","university","single",36,NA,2695,660,2315,NA,5745,2721,660,2315,1290,5745,0,1,"pay_duly","pay_duly","pay_duly","pay_duly",NA,"pay_duly"
9435,9435,10000,"female","university","single",22,656,8748,9644,9541,8971,NA,10128,NA,400,323,1600,300,0,"pay_duly",NA,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
9436,NA,80000,"male","highschool","single",43,76292,77465,78834,12577,18376,23766,3006,5250,33,18431,23944,28457,0,"2_month_delay","2_month_delay",NA,"use_revolv_credit","pay_duly","pay_duly"
9437,9437,140000,"female","graduate","single",28,115743,117357,112527,NA,94114,91201,5000,5000,3600,4000,4000,NA,NA,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
9438,9438,20000,"female","university","single",28,24611,18920,13124,18859,19828,36666,0,1200,7500,1015,15000,0,NA,"2_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,9439,340000,"female","university","married",33,NA,NA,8548,11190,8210,7981,11038,8591,11246,8251,NA,0,0,"2_month_delay","pay_duly","pay_duly","pay_duly",NA,"pay_duly"
9440,NA,230000,"female","university","married",44,5630,390,5090,19394,205,0,390,5090,19394,0,3916,3916,NA,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
9441,9441,120000,"female","university","married",37,200,200,42200,42000,42000,0,NA,42000,NA,0,0,0,0,"pay_duly","2_month_delay","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
9442,NA,210000,NA,"graduate","married",34,NA,5832,7906,5111,2069,0,1126,2400,200,205,NA,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9443,9443,80000,"female","graduate",NA,25,45392,46723,41986,40060,38124,37140,5000,2000,2000,2000,3000,2000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9444,9444,NA,"male","graduate","single",31,3084,-1,600,4102,4102,6121,0,NA,4102,0,2019,NA,0,"pay_duly","pay_duly","pay_duly","pay_duly","use_revolv_credit","use_revolv_credit"
9445,NA,130000,"female","university","married",53,126750,119997,108738,NA,62539,NA,NA,4148,NA,NA,2640,30000,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9446,9446,20000,"male","graduate",NA,35,17007,16200,0,8303,8519,NA,0,0,8303,500,NA,460,1,"pay_duly","2_month_delay","2_month_delay","pay_duly","use_revolv_credit","use_revolv_credit"
9447,9447,200000,NA,"university","married",NA,204541,170572,80620,NA,0,0,7186,3900,3900,0,0,0,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
9448,9448,200000,"male","graduate","single",29,99,99,99,NA,NA,348,99,99,99,NA,348,0,0,"pay_duly","pay_duly","pay_duly","pay_duly",NA,"pay_duly"
9449,9449,80000,"female","graduate","single",22,78028,79347,NA,58897,54512,51937,3200,2229,1900,4000,5000,21000,0,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit",NA
9450,9450,80000,"male","university","single",30,2688,2208,0,1000,0,NA,2208,0,1000,0,0,0,1,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","no_util"
9451,9451,500000,"male","graduate","married",44,150758,62931,NA,19897,4460,4195,63256,NA,19996,4482,4212,16748,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
NA,9452,50000,"male","university","married",43,15641,15105,16545,16977,16563,17688,0,2000,1000,0,1400,0,NA,"2_month_delay","2_month_delay","2_month_delay","2_month_delay",NA,"2_month_delay"
9453,9453,200000,NA,"graduate","married",44,798,4130,NA,827,1426,763,4150,6952,827,1426,763,870,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
9454,9454,80000,"male","university",NA,45,4089,5015,NA,531,9766,10042,1042,1000,531,9354,438,200,0,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","no_util","no_util"
9455,NA,NA,"male","university",NA,26,47169,48197,47738,47676,46694,47807,1804,1746,1681,1695,1890,4005,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
9456,9456,130000,"male","university","single",37,117471,104341,96395,82476,84205,84162,3857,3734,2924,NA,3009,NA,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9457,9457,310000,"female","graduate","married",35,2948,62593,NA,125325,109142,103020,62635,100042,4017,9184,4081,6042,0,"pay_duly","pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,9458,190000,"male","university",NA,37,2461,8040,9640,0,5100,2350,8040,2000,0,5100,0,2792,1,"2_month_delay","pay_duly","use_revolv_credit","use_revolv_credit","pay_duly",NA
9459,9459,100000,"male","university","single",29,70878,72753,58789,53091,55229,57144,3100,2640,2000,3000,3000,3000,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
9460,9460,230000,"female","graduate","married",38,2130,62469,62583,59047,NA,43723,62469,5000,2000,5000,5000,3000,0,"pay_duly","pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
9461,9461,70000,"female","university","single",25,66174,67555,25059,26834,14112,28191,3000,2000,2400,NA,14500,3000,1,"use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9462,9462,NA,"female","graduate",NA,30,8371,8759,5574,10403,2293,2702,NA,5584,6348,46,2702,NA,0,"use_revolv_credit","use_revolv_credit","pay_duly","use_revolv_credit","use_revolv_credit","pay_duly"
9463,9463,50000,"male","university","married",36,49732,NA,51802,NA,48763,50908,0,4000,7,NA,3903,2,1,"2_month_delay","2_month_delay","2_month_delay","2_month_delay","use_revolv_credit",NA
9464,9464,120000,"male","university","single",35,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"1_month_delay","no_util","no_util",NA,"no_util","no_util"
9465,9465,80000,"female","university","married",39,51644,53177,NA,NA,41411,42328,3000,2037,2000,1499,2000,1623,0,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
9466,9466,50000,"female","university","married",34,11367,10982,NA,10826,11699,10146,3000,1000,1000,1000,2000,NA,0,"use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,9467,350000,"male","university","single",51,39943,40859,NA,50634,60540,65074,1859,5398,NA,10540,5096,2296,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9468,9468,60000,"female","university","single",29,60000,60594,57606,33159,36183,27572,3100,2000,3000,3800,0,2000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay"
9469,9469,200000,"female","graduate","married",47,935,1418,-2,120,150,928,NA,0,122,300,NA,464,NA,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
9470,9470,50000,"female","university","single",23,45078,44291,39408,29689,NA,23355,3000,3000,947,1000,837,866,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9471,9471,NA,"female","university",NA,43,7489,5798,15112,0,0,0,5833,15114,0,0,0,0,0,"no_util",NA,"no_util","no_util",NA,"no_util"
NA,9472,360000,"male","university","single",31,744,9613,18748,18694,11606,7516,9667,18781,6729,58,7553,NA,0,"pay_duly","pay_duly",NA,"use_revolv_credit","use_revolv_credit","pay_duly"
9473,9473,440000,NA,"university","single",25,225416,220405,226731,231456,237707,243555,0,10000,NA,10000,NA,10000,1,"2_month_delay","2_month_delay","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
9474,9474,170000,"female","university","married",NA,168516,168529,169956,119844,117944,118163,6791,7333,4218,4269,4481,4144,0,"use_revolv_credit",NA,"use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
9475,NA,190000,"female","university","married",33,142272,143386,NA,142569,141733,142982,8007,NA,8000,NA,5339,5058,0,"use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9476,9476,290000,"male","graduate","single",29,0,0,0,0,0,0,0,0,0,0,0,0,1,"1_month_delay","no_util","no_util","no_util","no_util","no_util"
9477,9477,210000,NA,"graduate","single",37,NA,1422,0,0,0,NA,1422,0,0,0,478,NA,0,"1_month_delay",NA,"pay_duly","no_util","no_util","pay_duly"
9478,9478,20000,"male","graduate","single",24,3395,2296,NA,396,8972,3984,2296,396,396,8972,3984,396,1,"use_revolv_credit","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
9479,9479,400000,"female","graduate","married",35,NA,17883,9322,15693,5588,NA,18057,9368,NA,5616,NA,10077,0,"no_util","no_util","no_util","no_util","no_util","pay_duly"
9480,9480,360000,"female","graduate","married",32,0,0,0,0,0,0,0,0,NA,0,0,0,1,"1_month_delay","no_util","no_util","no_util","no_util","no_util"
9481,9481,250000,"male","graduate","married",53,0,4190,21500,0,10180,7680,4190,25690,0,10180,NA,0,1,"1_month_delay","pay_duly",NA,"pay_duly","pay_duly","pay_duly"
9482,9482,30000,"male","university","married",30,27836,28998,29480,29500,NA,0,NA,1200,1000,NA,NA,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","no_util"
NA,NA,280000,"female","graduate","married",47,257561,270827,212405,194345,161084,174622,NA,15000,0,161084,15000,NA,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"pay_duly","use_revolv_credit"
9484,9484,70000,"female","highschool","married",59,68766,70772,71622,68443,72210,70267,3700,NA,0,5001,9,2603,1,"2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
9485,9485,70000,"male",NA,"single",26,35666,18116,18397,17262,24921,0,5000,17831,17262,15001,0,11672,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","pay_duly","use_revolv_credit","use_revolv_credit"
9486,9486,20000,"male","university","single",47,14591,16254,16686,17406,18123,19680,1900,1000,1000,1000,1864,1000,0,"use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9487,9487,350000,"male","graduate","single",NA,15179,4981,19194,4389,1717,NA,4983,15084,NA,1725,4086,NA,0,"pay_duly","pay_duly",NA,"use_revolv_credit",NA,"pay_duly"
9488,NA,200000,"female","graduate","single",37,21111,25562,8603,28692,29019,43308,5000,5000,20089,30000,15093,15051,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","pay_duly","use_revolv_credit"
9489,9489,90000,"male","highschool","single",25,6822,6995,7884,0,0,0,1172,1061,NA,0,0,193,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"no_util","no_util"
9490,9490,100000,"female",NA,"married",52,4740,3584,3609,3381,3666,NA,NA,2000,2054,2000,0,975,0,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
9491,9491,50000,NA,"university","married",22,48255,41550,35553,23711,25975,900,2400,1842,1000,1928,900,31150,0,NA,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9492,NA,280000,"female","highschool","married",51,2158,0,0,0,NA,NA,0,0,0,0,0,0,0,"no_util","no_util","no_util","no_util","no_util","no_util"
9493,9493,50000,"male","highschool",NA,38,51106,50059,48988,47917,47020,48027,0,0,0,0,1943,1727,1,NA,"5_month_delay","4_month_delay","3_month_delay","2_month_delay","use_revolv_credit"
9494,NA,120000,NA,"university","single",29,3570,3362,0,NA,0,0,0,0,0,0,0,6330,1,"no_util","no_util","no_util","no_util","no_util","no_util"
9495,9495,100000,"male","highschool","single",25,96889,NA,99176,80358,75007,76805,8513,128,3011,3000,3200,3400,1,"2_month_delay","2_month_delay","2_month_delay","use_revolv_credit",NA,"use_revolv_credit"
9496,9496,130000,"male","university","single",29,3920,3848,NA,942,768,-174,4000,942,942,NA,NA,0,0,"pay_duly","pay_duly","pay_duly",NA,"pay_duly","pay_duly"
9497,NA,200000,NA,"graduate","single",30,NA,189104,183255,147612,148088,99985,8990,7000,5500,6000,4220,3610,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9498,9498,350000,"male","graduate","single",34,147070,109978,NA,73814,79692,79949,7331,NA,5000,10000,5000,5000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
9499,9499,20000,NA,"graduate","single",44,19018,18581,19864,20181,20210,20043,1327,2000,1000,710,1043,1000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
9500,9500,150000,"female","graduate",NA,32,125995,127467,130080,131238,141612,140868,5000,4723,3323,11086,0,NA,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","2_month_delay"
NA,9501,130000,"female","graduate","married",30,9255,10264,NA,4480,3000,0,1204,1000,3990,3000,0,200,0,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit",NA,"pay_duly"
9502,9502,330000,"female","graduate","single",34,173630,178833,187820,190202,194964,199008,8000,12000,NA,8000,7287,7400,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9503,9503,80000,"female","university","divorce",52,63134,57072,55618,50345,52031,53141,NA,NA,2000,2500,2095,2002,NA,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
9504,NA,10000,"male","other","single",35,NA,9949,8838,8838,NA,0,25,4000,0,1000,NA,0,0,"3_month_delay","2_month_delay",NA,"use_revolv_credit","use_revolv_credit","no_util"
9505,9505,360000,NA,"graduate","single",NA,NA,-1808,6458,825,825,825,0,9091,825,825,NA,825,0,"1_month_delay",NA,"pay_duly","pay_duly","pay_duly","pay_duly"
9506,NA,120000,"male","graduate","married",NA,43488,44785,47195,12432,13226,14258,2000,3200,37432,NA,1258,1000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","pay_duly","use_revolv_credit",NA
9507,9507,20000,"female","university","single",22,7130,8185,9084,8667,8848,5328,1177,1076,249,258,500,500,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
9508,9508,280000,"female","graduate","single",35,199,199,-127,1012,NA,982,0,0,1548,NA,NA,601,NA,"pay_duly","2_month_delay","2_month_delay","pay_duly","2_month_delay",NA
NA,9509,100000,"female","university","married",45,0,0,0,0,0,NA,0,NA,0,0,1505,0,0,"no_util","no_util","no_util","no_util","no_util","pay_duly"
9510,9510,70000,"male","university","single",31,63441,NA,29802,30395,31034,31668,1789,1500,1089,NA,1150,1200,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
9511,9511,350000,NA,"graduate",NA,31,7914,4221,23907,28528,24965,5727,4221,23916,25528,2965,5753,NA,0,"no_util","no_util","pay_duly","use_revolv_credit","use_revolv_credit","pay_duly"
9512,9512,50000,NA,"university","married",NA,22430,NA,24564,26145,26774,27476,2000,1500,2000,1200,1300,1150,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9513,9513,470000,"female","graduate","single",35,37342,39348,43806,48213,52585,56883,2500,5000,5000,5000,5000,5000,0,"pay_duly","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
9514,9514,350000,"male","graduate",NA,31,297967,286352,160042,131977,133067,41470,100066,5715,NA,6287,2103,3,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9515,9515,140000,"male","graduate","single",56,140630,142166,51334,51533,52233,53826,6100,2411,2000,2041,3000,1874,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9516,9516,140000,"female","university","single",23,49235,45173,39585,36189,21772,NA,2517,1559,2000,1003,1000,1002,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9517,9517,380000,"male","graduate","single",27,73903,66541,58665,43837,72069,61925,2924,NA,1515,37056,2413,1522,NA,"pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9518,9518,50000,"male","university","single",24,NA,NA,34805,34933,36692,37934,0,2500,1000,2900,2000,1500,1,"1_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
9519,9519,260000,"female","highschool",NA,48,97908,84773,70259,58341,NA,52789,2980,2338,1911,5014,5004,2007,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
9520,9520,20000,"female","highschool","married",NA,19045,20438,19771,20241,19364,18260,NA,0,1000,0,NA,0,0,"1_month_delay","2_month_delay","3_month_delay","2_month_delay","2_month_delay","use_revolv_credit"
